PROD_CODE,PRODUCT_DIV,PRODUCT_GROUP,PRODUCT_LINE
PRD0903038,DEP00027,G00008,D00002
PRD0903786,DEP00035,G00010,D00003
PRD0902897,DEP00035,G00010,D00003
PRD0900467,DEP00035,G00010,D00003
PRD0904838,DEP00035,G00010,D00003
PRD0901192,DEP00036,G00010,D00003
PRD0902893,DEP00039,G00010,D00003
PRD0904595,DEP00039,G00010,D00003
PRD0902438,DEP00039,G00010,D00003
PRD0903753,DEP00041,G00011,D00003
PRD0903418,DEP00042,G00011,D00003
PRD0902203,DEP00042,G00011,D00003
PRD0900224,DEP00042,G00011,D00003
PRD0903906,DEP00042,G00011,D00003
PRD0903285,DEP00046,G00013,D00003
PRD0903243,DEP00046,G00013,D00003
PRD0901997,DEP00046,G00013,D00003
PRD0900771,DEP00046,G00013,D00003
PRD0900609,DEP00046,G00013,D00003
PRD0904258,DEP00046,G00013,D00003
PRD0901427,DEP00046,G00013,D00003
PRD0900877,DEP00046,G00013,D00003
PRD0903235,DEP00046,G00013,D00003
PRD0904621,DEP00047,G00013,D00003
PRD0900805,DEP00047,G00013,D00003
PRD0902144,DEP00048,G00013,D00003
PRD0900881,DEP00048,G00013,D00003
PRD0903805,DEP00048,G00013,D00003
PRD0901678,DEP00048,G00013,D00003
PRD0904504,DEP00048,G00013,D00003
PRD0901580,DEP00048,G00013,D00003
PRD0903725,DEP00048,G00013,D00003
PRD0900983,DEP00049,G00014,D00003
PRD0902351,DEP00049,G00014,D00003
PRD0903826,DEP00049,G00014,D00003
PRD0901392,DEP00049,G00014,D00003
PRD0902078,DEP00051,G00015,D00003
PRD0902881,DEP00051,G00015,D00003
PRD0903543,DEP00052,G00015,D00003
PRD0900359,DEP00052,G00015,D00003
PRD0904376,DEP00053,G00016,D00003
PRD0902222,DEP00054,G00016,D00003
PRD0904057,DEP00055,G00016,D00003
PRD0902683,DEP00055,G00016,D00003
PRD0901521,DEP00055,G00016,D00003
PRD0903769,DEP00055,G00016,D00003
PRD0904087,DEP00055,G00016,D00003
PRD0901126,DEP00055,G00016,D00003
PRD0904687,DEP00055,G00016,D00003
PRD0901711,DEP00055,G00016,D00003
PRD0902204,DEP00055,G00016,D00003
PRD0900956,DEP00055,G00016,D00003
PRD0900707,DEP00067,G00021,D00005
PRD0902747,DEP00067,G00021,D00005
PRD0904264,DEP00067,G00021,D00005
PRD0900496,DEP00067,G00021,D00005
PRD0903914,DEP00067,G00021,D00005
PRD0904709,DEP00067,G00021,D00005
PRD0900022,DEP00067,G00021,D00005
PRD0904506,DEP00067,G00021,D00005
PRD0903342,DEP00067,G00021,D00005
PRD0900020,DEP00067,G00021,D00005
PRD0900120,DEP00067,G00021,D00005
PRD0904724,DEP00067,G00021,D00005
PRD0903680,DEP00067,G00021,D00005
PRD0901097,DEP00069,G00022,D00005
PRD0902187,DEP00069,G00022,D00005
PRD0903796,DEP00069,G00022,D00005
PRD0901751,DEP00069,G00022,D00005
PRD0902483,DEP00069,G00022,D00005
PRD0902761,DEP00069,G00022,D00005
PRD0901095,DEP00069,G00022,D00005
PRD0900920,DEP00069,G00022,D00005
PRD0903812,DEP00073,G00023,D00005
PRD0902433,DEP00073,G00023,D00005
PRD0902277,DEP00073,G00023,D00005
PRD0903634,DEP00076,G00023,D00005
PRD0901216,DEP00026,G00008,D00002
PRD0901479,DEP00061,G00018,D00004
PRD0903889,DEP00050,G00014,D00003
PRD0904966,DEP00061,G00018,D00004
PRD0902995,DEP00071,G00022,D00005
PRD0901384,DEP00061,G00018,D00004
PRD0904575,DEP00056,G00017,D00004
PRD0903379,DEP00056,G00017,D00004
PRD0900368,DEP00070,G00022,D00005
PRD0904242,DEP00050,G00014,D00003
PRD0904722,DEP00026,G00008,D00002
PRD0904293,DEP00056,G00017,D00004
PRD0903417,DEP00050,G00014,D00003
PRD0901915,DEP00084,G00028,D00008
PRD0901857,DEP00031,G00008,D00002
PRD0903281,DEP00068,G00022,D00005
PRD0903190,DEP00068,G00022,D00005
PRD0903239,DEP00062,G00018,D00004
PRD0901675,DEP00088,G00029,D00008
PRD0902105,DEP00066,G00020,D00004
PRD0900715,DEP00031,G00008,D00002
PRD0902427,DEP00068,G00022,D00005
PRD0902370,DEP00068,G00022,D00005
PRD0903284,DEP00062,G00018,D00004
PRD0901465,DEP00002,G00001,D00001
PRD0900631,DEP00002,G00001,D00001
PRD0901035,DEP00002,G00001,D00001
PRD0904218,DEP00002,G00001,D00001
PRD0900319,DEP00002,G00001,D00001
PRD0900543,DEP00002,G00001,D00001
PRD0904128,DEP00003,G00002,D00001
PRD0902658,DEP00003,G00002,D00001
PRD0900879,DEP00003,G00002,D00001
PRD0900018,DEP00003,G00002,D00001
PRD0903118,DEP00003,G00002,D00001
PRD0901478,DEP00003,G00002,D00001
PRD0902537,DEP00004,G00003,D00001
PRD0900954,DEP00004,G00003,D00001
PRD0902778,DEP00004,G00003,D00001
PRD0904157,DEP00008,G00004,D00002
PRD0901499,DEP00008,G00004,D00002
PRD0901791,DEP00011,G00004,D00002
PRD0902599,DEP00011,G00004,D00002
PRD0902729,DEP00012,G00004,D00002
PRD0901161,DEP00012,G00004,D00002
PRD0904147,DEP00012,G00004,D00002
PRD0902767,DEP00013,G00005,D00002
PRD0903854,DEP00013,G00005,D00002
PRD0904486,DEP00013,G00005,D00002
PRD0903868,DEP00013,G00005,D00002
PRD0901990,DEP00013,G00005,D00002
PRD0904787,DEP00013,G00005,D00002
PRD0903522,DEP00013,G00005,D00002
PRD0903997,DEP00013,G00005,D00002
PRD0902138,DEP00019,G00007,D00002
PRD0904025,DEP00019,G00007,D00002
PRD0900762,DEP00019,G00007,D00002
PRD0904917,DEP00019,G00007,D00002
PRD0901094,DEP00019,G00007,D00002
PRD0904781,DEP00019,G00007,D00002
PRD0903853,DEP00019,G00007,D00002
PRD0902690,DEP00019,G00007,D00002
PRD0901636,DEP00019,G00007,D00002
PRD0900053,DEP00020,G00007,D00002
PRD0901632,DEP00020,G00007,D00002
PRD0900761,DEP00020,G00007,D00002
PRD0903766,DEP00021,G00007,D00002
PRD0901308,DEP00021,G00007,D00002
PRD0901449,DEP00021,G00007,D00002
PRD0900896,DEP00021,G00007,D00002
PRD0900346,DEP00021,G00007,D00002
PRD0904284,DEP00021,G00007,D00002
PRD0903964,DEP00021,G00007,D00002
PRD0903437,DEP00022,G00007,D00002
PRD0902012,DEP00022,G00007,D00002
PRD0900958,DEP00022,G00007,D00002
PRD0904221,DEP00022,G00007,D00002
PRD0902849,DEP00022,G00007,D00002
PRD0901802,DEP00022,G00007,D00002
PRD0903758,DEP00022,G00007,D00002
PRD0903746,DEP00024,G00007,D00002
PRD0900641,DEP00024,G00007,D00002
PRD0901178,DEP00025,G00008,D00002
PRD0902053,DEP00025,G00008,D00002
PRD0902197,DEP00025,G00008,D00002
PRD0904340,DEP00025,G00008,D00002
PRD0903168,DEP00025,G00008,D00002
PRD0901314,DEP00025,G00008,D00002
PRD0900166,DEP00025,G00008,D00002
PRD0900223,DEP00027,G00008,D00002
PRD0900252,DEP00030,G00008,D00002
PRD0902534,DEP00030,G00008,D00002
PRD0900287,DEP00033,G00009,D00002
PRD0903432,DEP00033,G00009,D00002
PRD0904360,DEP00035,G00010,D00003
PRD0903674,DEP00035,G00010,D00003
PRD0901907,DEP00035,G00010,D00003
PRD0900936,DEP00035,G00010,D00003
PRD0904262,DEP00039,G00010,D00003
PRD0902468,DEP00039,G00010,D00003
PRD0903580,DEP00039,G00010,D00003
PRD0900532,DEP00039,G00010,D00003
PRD0903015,DEP00044,G00012,D00003
PRD0903995,DEP00046,G00013,D00003
PRD0902952,DEP00046,G00013,D00003
PRD0903713,DEP00046,G00013,D00003
PRD0904084,DEP00046,G00013,D00003
PRD0902628,DEP00046,G00013,D00003
PRD0900391,DEP00047,G00013,D00003
PRD0901339,DEP00047,G00013,D00003
PRD0900979,DEP00047,G00013,D00003
PRD0903900,DEP00047,G00013,D00003
PRD0903031,DEP00049,G00014,D00003
PRD0900660,DEP00049,G00014,D00003
PRD0902590,DEP00051,G00015,D00003
PRD0901978,DEP00051,G00015,D00003
PRD0903565,DEP00052,G00015,D00003
PRD0903105,DEP00052,G00015,D00003
PRD0903413,DEP00052,G00015,D00003
PRD0900383,DEP00052,G00015,D00003
PRD0900749,DEP00052,G00015,D00003
PRD0903495,DEP00052,G00015,D00003
PRD0900643,DEP00052,G00015,D00003
PRD0904166,DEP00052,G00015,D00003
PRD0903483,DEP00053,G00016,D00003
PRD0903563,DEP00053,G00016,D00003
PRD0902362,DEP00053,G00016,D00003
PRD0904123,DEP00054,G00016,D00003
PRD0904503,DEP00055,G00016,D00003
PRD0900332,DEP00055,G00016,D00003
PRD0904505,DEP00055,G00016,D00003
PRD0902308,DEP00055,G00016,D00003
PRD0902287,DEP00055,G00016,D00003
PRD0902663,DEP00055,G00016,D00003
PRD0902449,DEP00055,G00016,D00003
PRD0904721,DEP00055,G00016,D00003
PRD0903313,DEP00067,G00021,D00005
PRD0901965,DEP00067,G00021,D00005
PRD0903333,DEP00067,G00021,D00005
PRD0902183,DEP00067,G00021,D00005
PRD0900708,DEP00067,G00021,D00005
PRD0901528,DEP00067,G00021,D00005
PRD0904956,DEP00069,G00022,D00005
PRD0902715,DEP00069,G00022,D00005
PRD0900110,DEP00073,G00023,D00005
PRD0903908,DEP00073,G00023,D00005
PRD0903874,DEP00073,G00023,D00005
PRD0902832,DEP00076,G00023,D00005
PRD0902088,DEP00079,G00025,D00006
PRD0901971,DEP00056,G00017,D00004
PRD0901391,DEP00071,G00022,D00005
PRD0902547,DEP00083,G00028,D00008
PRD0902956,DEP00083,G00028,D00008
PRD0900932,DEP00043,G00012,D00003
PRD0904110,DEP00003,G00002,D00001
PRD0900430,DEP00003,G00002,D00001
PRD0904835,DEP00011,G00004,D00002
PRD0904532,DEP00011,G00004,D00002
PRD0902480,DEP00012,G00004,D00002
PRD0903525,DEP00012,G00004,D00002
PRD0900839,DEP00012,G00004,D00002
PRD0900902,DEP00012,G00004,D00002
PRD0903612,DEP00019,G00007,D00002
PRD0902638,DEP00019,G00007,D00002
PRD0904230,DEP00020,G00007,D00002
PRD0904217,DEP00020,G00007,D00002
PRD0903954,DEP00021,G00007,D00002
PRD0900700,DEP00021,G00007,D00002
PRD0903890,DEP00021,G00007,D00002
PRD0900394,DEP00021,G00007,D00002
PRD0904549,DEP00022,G00007,D00002
PRD0901713,DEP00022,G00007,D00002
PRD0903953,DEP00022,G00007,D00002
PRD0903970,DEP00022,G00007,D00002
PRD0901076,DEP00022,G00007,D00002
PRD0904766,DEP00022,G00007,D00002
PRD0901562,DEP00022,G00007,D00002
PRD0900061,DEP00022,G00007,D00002
PRD0903700,DEP00022,G00007,D00002
PRD0900646,DEP00022,G00007,D00002
PRD0900094,DEP00022,G00007,D00002
PRD0903560,DEP00022,G00007,D00002
PRD0900699,DEP00025,G00008,D00002
PRD0900860,DEP00027,G00008,D00002
PRD0902984,DEP00030,G00008,D00002
PRD0901012,DEP00030,G00008,D00002
PRD0903503,DEP00033,G00009,D00002
PRD0900602,DEP00035,G00010,D00003
PRD0901974,DEP00037,G00010,D00003
PRD0901234,DEP00046,G00013,D00003
PRD0902594,DEP00046,G00013,D00003
PRD0903762,DEP00047,G00013,D00003
PRD0904325,DEP00047,G00013,D00003
PRD0900738,DEP00049,G00014,D00003
PRD0902822,DEP00051,G00015,D00003
PRD0904840,DEP00052,G00015,D00003
PRD0900527,DEP00054,G00016,D00003
PRD0900775,DEP00055,G00016,D00003
PRD0900713,DEP00055,G00016,D00003
PRD0904667,DEP00055,G00016,D00003
PRD0904367,DEP00055,G00016,D00003
PRD0903671,DEP00055,G00016,D00003
PRD0901742,DEP00067,G00021,D00005
PRD0901224,DEP00067,G00021,D00005
PRD0904912,DEP00067,G00021,D00005
PRD0904776,DEP00081,G00027,D00008
PRD0901444,DEP00081,G00027,D00008
PRD0900155,DEP00081,G00027,D00008
PRD0904634,DEP00081,G00027,D00008
PRD0902119,DEP00081,G00027,D00008
PRD0904509,DEP00028,G00008,D00002
PRD0901818,DEP00028,G00008,D00002
PRD0900767,DEP00018,G00006,D00002
PRD0904332,DEP00070,G00022,D00005
PRD0902384,DEP00056,G00017,D00004
PRD0901404,DEP00070,G00022,D00005
PRD0904100,DEP00071,G00022,D00005
PRD0903950,DEP00018,G00006,D00002
PRD0900611,DEP00070,G00022,D00005
PRD0901920,DEP00001,G00001,D00001
PRD0904296,DEP00001,G00001,D00001
PRD0902869,DEP00002,G00001,D00001
PRD0903971,DEP00002,G00001,D00001
PRD0902550,DEP00002,G00001,D00001
PRD0901967,DEP00013,G00005,D00002
PRD0904828,DEP00019,G00007,D00002
PRD0901214,DEP00020,G00007,D00002
PRD0904823,DEP00027,G00008,D00002
PRD0901825,DEP00046,G00013,D00003
PRD0903604,DEP00046,G00013,D00003
PRD0904233,DEP00049,G00014,D00003
PRD0904821,DEP00049,G00014,D00003
PRD0901567,DEP00049,G00014,D00003
PRD0904319,DEP00052,G00015,D00003
PRD0902821,DEP00067,G00021,D00005
PRD0903024,DEP00067,G00021,D00005
PRD0902751,DEP00067,G00021,D00005
PRD0902410,DEP00067,G00021,D00005
PRD0903852,DEP00067,G00021,D00005
PRD0900207,DEP00067,G00021,D00005
PRD0901332,DEP00067,G00021,D00005
PRD0902128,DEP00069,G00022,D00005
PRD0904143,DEP00069,G00022,D00005
PRD0901683,DEP00088,G00029,D00008
PRD0904064,DEP00071,G00022,D00005
PRD0904065,DEP00002,G00001,D00001
PRD0901829,DEP00003,G00002,D00001
PRD0901364,DEP00003,G00002,D00001
PRD0904939,DEP00003,G00002,D00001
PRD0901912,DEP00003,G00002,D00001
PRD0900177,DEP00003,G00002,D00001
PRD0904183,DEP00003,G00002,D00001
PRD0901432,DEP00003,G00002,D00001
PRD0902155,DEP00005,G00003,D00001
PRD0902162,DEP00005,G00003,D00001
PRD0901872,DEP00005,G00003,D00001
PRD0901604,DEP00011,G00004,D00002
PRD0902112,DEP00013,G00005,D00002
PRD0900836,DEP00019,G00007,D00002
PRD0901419,DEP00019,G00007,D00002
PRD0904964,DEP00019,G00007,D00002
PRD0901759,DEP00019,G00007,D00002
PRD0901264,DEP00019,G00007,D00002
PRD0902060,DEP00020,G00007,D00002
PRD0900676,DEP00021,G00007,D00002
PRD0902386,DEP00021,G00007,D00002
PRD0903931,DEP00021,G00007,D00002
PRD0901001,DEP00021,G00007,D00002
PRD0904495,DEP00022,G00007,D00002
PRD0901167,DEP00022,G00007,D00002
PRD0901016,DEP00022,G00007,D00002
PRD0902834,DEP00022,G00007,D00002
PRD0902345,DEP00034,G00010,D00003
PRD0900886,DEP00034,G00010,D00003
PRD0904649,DEP00034,G00010,D00003
PRD0904480,DEP00035,G00010,D00003
PRD0901496,DEP00037,G00010,D00003
PRD0904442,DEP00037,G00010,D00003
PRD0901891,DEP00048,G00013,D00003
PRD0903554,DEP00048,G00013,D00003
PRD0901488,DEP00049,G00014,D00003
PRD0901327,DEP00049,G00014,D00003
PRD0904013,DEP00051,G00015,D00003
PRD0902977,DEP00051,G00015,D00003
PRD0904336,DEP00052,G00015,D00003
PRD0903251,DEP00053,G00016,D00003
PRD0904832,DEP00053,G00016,D00003
PRD0900677,DEP00053,G00016,D00003
PRD0901464,DEP00054,G00016,D00003
PRD0901219,DEP00054,G00016,D00003
PRD0902544,DEP00055,G00016,D00003
PRD0901881,DEP00055,G00016,D00003
PRD0903509,DEP00067,G00021,D00005
PRD0904382,DEP00069,G00022,D00005
PRD0901344,DEP00069,G00022,D00005
PRD0900874,DEP00069,G00022,D00005
PRD0904109,DEP00073,G00023,D00005
PRD0902229,DEP00076,G00023,D00005
PRD0901226,DEP00083,G00028,D00008
PRD0903412,DEP00068,G00022,D00005
PRD0903833,DEP00083,G00028,D00008
PRD0900114,DEP00084,G00028,D00008
PRD0901137,DEP00071,G00022,D00005
PRD0900474,DEP00085,G00028,D00008
PRD0903131,DEP00050,G00014,D00003
PRD0903790,DEP00064,G00019,D00004
PRD0901676,DEP00018,G00006,D00002
PRD0901428,DEP00068,G00022,D00005
PRD0903935,DEP00056,G00017,D00004
PRD0902877,DEP00040,G00011,D00003
PRD0902412,DEP00026,G00008,D00002
PRD0903625,DEP00058,G00017,D00004
PRD0903533,DEP00088,G00029,D00008
PRD0901532,DEP00002,G00001,D00001
PRD0902581,DEP00003,G00002,D00001
PRD0900632,DEP00010,G00004,D00002
PRD0904101,DEP00011,G00004,D00002
PRD0901926,DEP00012,G00004,D00002
PRD0900466,DEP00012,G00004,D00002
PRD0900739,DEP00012,G00004,D00002
PRD0904287,DEP00013,G00005,D00002
PRD0903005,DEP00013,G00005,D00002
PRD0902703,DEP00013,G00005,D00002
PRD0900452,DEP00016,G00006,D00002
PRD0901335,DEP00016,G00006,D00002
PRD0900280,DEP00016,G00006,D00002
PRD0904556,DEP00019,G00007,D00002
PRD0900226,DEP00019,G00007,D00002
PRD0903831,DEP00020,G00007,D00002
PRD0900481,DEP00020,G00007,D00002
PRD0904210,DEP00020,G00007,D00002
PRD0902461,DEP00021,G00007,D00002
PRD0900768,DEP00021,G00007,D00002
PRD0900402,DEP00021,G00007,D00002
PRD0901764,DEP00021,G00007,D00002
PRD0901011,DEP00022,G00007,D00002
PRD0901668,DEP00022,G00007,D00002
PRD0900542,DEP00022,G00007,D00002
PRD0900437,DEP00022,G00007,D00002
PRD0904359,DEP00022,G00007,D00002
PRD0902032,DEP00022,G00007,D00002
PRD0900369,DEP00022,G00007,D00002
PRD0901431,DEP00030,G00008,D00002
PRD0903795,DEP00035,G00010,D00003
PRD0900115,DEP00039,G00010,D00003
PRD0903733,DEP00039,G00010,D00003
PRD0904907,DEP00039,G00010,D00003
PRD0900378,DEP00046,G00013,D00003
PRD0903705,DEP00046,G00013,D00003
PRD0901518,DEP00046,G00013,D00003
PRD0900921,DEP00046,G00013,D00003
PRD0900950,DEP00047,G00013,D00003
PRD0903146,DEP00047,G00013,D00003
PRD0903811,DEP00047,G00013,D00003
PRD0904683,DEP00047,G00013,D00003
PRD0903717,DEP00047,G00013,D00003
PRD0903590,DEP00048,G00013,D00003
PRD0903213,DEP00052,G00015,D00003
PRD0901809,DEP00052,G00015,D00003
PRD0904171,DEP00053,G00016,D00003
PRD0901609,DEP00053,G00016,D00003
PRD0902792,DEP00053,G00016,D00003
PRD0904564,DEP00053,G00016,D00003
PRD0903684,DEP00053,G00016,D00003
PRD0901794,DEP00054,G00016,D00003
PRD0904388,DEP00054,G00016,D00003
PRD0901557,DEP00054,G00016,D00003
PRD0904514,DEP00055,G00016,D00003
PRD0902055,DEP00055,G00016,D00003
PRD0900493,DEP00055,G00016,D00003
PRD0901903,DEP00055,G00016,D00003
PRD0901253,DEP00055,G00016,D00003
PRD0903824,DEP00067,G00021,D00005
PRD0901207,DEP00067,G00021,D00005
PRD0901146,DEP00067,G00021,D00005
PRD0901206,DEP00069,G00022,D00005
PRD0904028,DEP00069,G00022,D00005
PRD0904539,DEP00069,G00022,D00005
PRD0901893,DEP00069,G00022,D00005
PRD0900253,DEP00069,G00022,D00005
PRD0901726,DEP00069,G00022,D00005
PRD0902186,DEP00073,G00023,D00005
PRD0903485,DEP00073,G00023,D00005
PRD0902083,DEP00073,G00023,D00005
PRD0901369,DEP00081,G00027,D00008
PRD0900198,DEP00081,G00027,D00008
PRD0903942,DEP00018,G00006,D00002
PRD0900419,DEP00083,G00028,D00008
PRD0904465,DEP00070,G00022,D00005
PRD0901689,DEP00083,G00028,D00008
PRD0900904,DEP00089,G00030,D00009
PRD0904778,DEP00050,G00014,D00003
PRD0900787,DEP00017,G00006,D00002
PRD0902098,DEP00001,G00001,D00001
PRD0902020,DEP00002,G00001,D00001
PRD0903351,DEP00002,G00001,D00001
PRD0901056,DEP00005,G00003,D00001
PRD0900780,DEP00011,G00004,D00002
PRD0904979,DEP00011,G00004,D00002
PRD0901714,DEP00012,G00004,D00002
PRD0904133,DEP00012,G00004,D00002
PRD0903662,DEP00012,G00004,D00002
PRD0902116,DEP00012,G00004,D00002
PRD0901816,DEP00012,G00004,D00002
PRD0900719,DEP00012,G00004,D00002
PRD0901410,DEP00021,G00007,D00002
PRD0904862,DEP00022,G00007,D00002
PRD0903882,DEP00022,G00007,D00002
PRD0901800,DEP00022,G00007,D00002
PRD0901096,DEP00022,G00007,D00002
PRD0901709,DEP00022,G00007,D00002
PRD0904995,DEP00022,G00007,D00002
PRD0904818,DEP00022,G00007,D00002
PRD0902976,DEP00022,G00007,D00002
PRD0902516,DEP00025,G00008,D00002
PRD0903479,DEP00034,G00010,D00003
PRD0903528,DEP00036,G00010,D00003
PRD0904342,DEP00039,G00010,D00003
PRD0903307,DEP00039,G00010,D00003
PRD0903072,DEP00039,G00010,D00003
PRD0900256,DEP00042,G00011,D00003
PRD0904385,DEP00044,G00012,D00003
PRD0901252,DEP00044,G00012,D00003
PRD0900117,DEP00044,G00012,D00003
PRD0901233,DEP00044,G00012,D00003
PRD0901429,DEP00046,G00013,D00003
PRD0902710,DEP00046,G00013,D00003
PRD0900981,DEP00046,G00013,D00003
PRD0901550,DEP00046,G00013,D00003
PRD0902051,DEP00047,G00013,D00003
PRD0902551,DEP00048,G00013,D00003
PRD0904608,DEP00051,G00015,D00003
PRD0900464,DEP00051,G00015,D00003
PRD0903054,DEP00051,G00015,D00003
PRD0901363,DEP00051,G00015,D00003
PRD0903802,DEP00051,G00015,D00003
PRD0902669,DEP00051,G00015,D00003
PRD0900316,DEP00053,G00016,D00003
PRD0904591,DEP00053,G00016,D00003
PRD0902912,DEP00053,G00016,D00003
PRD0903122,DEP00054,G00016,D00003
PRD0900024,DEP00054,G00016,D00003
PRD0903918,DEP00067,G00021,D00005
PRD0900291,DEP00067,G00021,D00005
PRD0901101,DEP00069,G00022,D00005
PRD0900695,DEP00069,G00022,D00005
PRD0904923,DEP00069,G00022,D00005
PRD0902158,DEP00073,G00023,D00005
PRD0902839,DEP00081,G00027,D00008
PRD0903909,DEP00062,G00018,D00004
PRD0903661,DEP00083,G00028,D00008
PRD0904154,DEP00083,G00028,D00008
PRD0903946,DEP00071,G00022,D00005
PRD0901043,DEP00040,G00011,D00003
PRD0904485,DEP00083,G00028,D00008
PRD0904820,DEP00050,G00014,D00003
PRD0901394,DEP00040,G00011,D00003
PRD0904099,DEP00083,G00028,D00008
PRD0904929,DEP00003,G00002,D00001
PRD0901616,DEP00004,G00003,D00001
PRD0903061,DEP00008,G00004,D00002
PRD0902980,DEP00010,G00004,D00002
PRD0903099,DEP00010,G00004,D00002
PRD0901936,DEP00019,G00007,D00002
PRD0904371,DEP00019,G00007,D00002
PRD0902137,DEP00020,G00007,D00002
PRD0904845,DEP00020,G00007,D00002
PRD0900028,DEP00020,G00007,D00002
PRD0900882,DEP00020,G00007,D00002
PRD0902129,DEP00021,G00007,D00002
PRD0903659,DEP00021,G00007,D00002
PRD0904140,DEP00021,G00007,D00002
PRD0904585,DEP00021,G00007,D00002
PRD0902301,DEP00022,G00007,D00002
PRD0904072,DEP00022,G00007,D00002
PRD0901680,DEP00022,G00007,D00002
PRD0901038,DEP00025,G00008,D00002
PRD0901062,DEP00030,G00008,D00002
PRD0902237,DEP00033,G00009,D00002
PRD0902722,DEP00034,G00010,D00003
PRD0901058,DEP00034,G00010,D00003
PRD0901360,DEP00034,G00010,D00003
PRD0904940,DEP00034,G00010,D00003
PRD0901229,DEP00034,G00010,D00003
PRD0900147,DEP00034,G00010,D00003
PRD0902163,DEP00037,G00010,D00003
PRD0903990,DEP00042,G00011,D00003
PRD0902371,DEP00042,G00011,D00003
PRD0902122,DEP00046,G00013,D00003
PRD0903792,DEP00046,G00013,D00003
PRD0900438,DEP00048,G00013,D00003
PRD0904619,DEP00048,G00013,D00003
PRD0903170,DEP00048,G00013,D00003
PRD0901707,DEP00049,G00014,D00003
PRD0904768,DEP00049,G00014,D00003
PRD0900592,DEP00052,G00015,D00003
PRD0903163,DEP00052,G00015,D00003
PRD0902056,DEP00053,G00016,D00003
PRD0904253,DEP00053,G00016,D00003
PRD0904870,DEP00053,G00016,D00003
PRD0904331,DEP00055,G00016,D00003
PRD0900019,DEP00055,G00016,D00003
PRD0901743,DEP00067,G00021,D00005
PRD0903772,DEP00069,G00022,D00005
PRD0904487,DEP00069,G00022,D00005
PRD0903865,DEP00069,G00022,D00005
PRD0903419,DEP00028,G00008,D00002
PRD0900507,DEP00050,G00014,D00003
PRD0901511,DEP00029,G00008,D00002
PRD0901686,DEP00089,G00030,D00009
PRD0904641,DEP00071,G00022,D00005
PRD0900777,DEP00031,G00008,D00002
PRD0904538,DEP00031,G00008,D00002
PRD0900714,DEP00014,G00005,D00002
PRD0901728,DEP00002,G00001,D00001
PRD0900698,DEP00002,G00001,D00001
PRD0902443,DEP00004,G00003,D00001
PRD0900574,DEP00005,G00003,D00001
PRD0902815,DEP00005,G00003,D00001
PRD0900011,DEP00008,G00004,D00002
PRD0904714,DEP00008,G00004,D00002
PRD0901662,DEP00008,G00004,D00002
PRD0902344,DEP00008,G00004,D00002
PRD0903402,DEP00010,G00004,D00002
PRD0904523,DEP00011,G00004,D00002
PRD0901618,DEP00011,G00004,D00002
PRD0904588,DEP00019,G00007,D00002
PRD0900853,DEP00020,G00007,D00002
PRD0901301,DEP00020,G00007,D00002
PRD0904184,DEP00021,G00007,D00002
PRD0901027,DEP00021,G00007,D00002
PRD0900250,DEP00021,G00007,D00002
PRD0900931,DEP00023,G00007,D00002
PRD0904419,DEP00024,G00007,D00002
PRD0902276,DEP00033,G00009,D00002
PRD0902814,DEP00039,G00010,D00003
PRD0902577,DEP00039,G00010,D00003
PRD0902825,DEP00046,G00013,D00003
PRD0900948,DEP00046,G00013,D00003
PRD0903403,DEP00046,G00013,D00003
PRD0903521,DEP00046,G00013,D00003
PRD0900036,DEP00046,G00013,D00003
PRD0903642,DEP00046,G00013,D00003
PRD0901471,DEP00046,G00013,D00003
PRD0902895,DEP00047,G00013,D00003
PRD0901099,DEP00047,G00013,D00003
PRD0903836,DEP00049,G00014,D00003
PRD0904913,DEP00051,G00015,D00003
PRD0904003,DEP00051,G00015,D00003
PRD0901589,DEP00053,G00016,D00003
PRD0902559,DEP00053,G00016,D00003
PRD0902691,DEP00054,G00016,D00003
PRD0903532,DEP00067,G00021,D00005
PRD0904068,DEP00067,G00021,D00005
PRD0902899,DEP00067,G00021,D00005
PRD0900924,DEP00067,G00021,D00005
PRD0900033,DEP00067,G00021,D00005
PRD0901061,DEP00067,G00021,D00005
PRD0901843,DEP00067,G00021,D00005
PRD0902933,DEP00067,G00021,D00005
PRD0904859,DEP00067,G00021,D00005
PRD0903581,DEP00069,G00022,D00005
PRD0904413,DEP00069,G00022,D00005
PRD0904661,DEP00069,G00022,D00005
PRD0903718,DEP00069,G00022,D00005
PRD0901718,DEP00069,G00022,D00005
PRD0902388,DEP00069,G00022,D00005
PRD0900847,DEP00069,G00022,D00005
PRD0903538,DEP00069,G00022,D00005
PRD0901446,DEP00073,G00023,D00005
PRD0902255,DEP00029,G00008,D00002
PRD0904261,DEP00090,G00031,D00009
PRD0904443,DEP00070,G00022,D00005
PRD0900185,DEP00011,G00004,D00002
PRD0903059,DEP00047,G00013,D00003
PRD0900642,DEP00055,G00016,D00003
PRD0900850,DEP00038,G00010,D00003
PRD0901381,DEP00028,G00008,D00002
PRD0902553,DEP00062,G00018,D00004
PRD0900480,DEP00072,G00023,D00005
PRD0902529,DEP00071,G00022,D00005
PRD0903461,DEP00072,G00023,D00005
PRD0903111,DEP00018,G00006,D00002
PRD0900871,DEP00031,G00008,D00002
PRD0900339,DEP00090,G00031,D00009
PRD0901551,DEP00062,G00018,D00004
PRD0902501,DEP00040,G00011,D00003
